koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_teq,koi_steff,koi_slogg,koi_srad
FALSE POSITIVE,370.35639,425.9854,0.414,12.75,7.32E+02,268,6117,4.457,1.025
CANDIDATE,96.81647,136.55813,0.034,10.227,1.65E+02,655,6404,3.793,2.467
FALSE POSITIVE,0.729724346,132.04276,0.523,2.699,2.30E+01,2151,6084,4.426,1.03
CANDIDATE,3.51413723,132.40707,0.9353,3.919,3.27E+01,1267,6201,4.472,0.989
CANDIDATE,4.96504981,135.55399,0.655,2.212,5.07E+01,1403,5339,3.823,2.011
FALSE POSITIVE,0.821472455,132.3003,0.2579,2.433,1.27E+02,1559,4889,4.503,0.836
FALSE POSITIVE,1.29019586,132.11311,0.044,3.741,8.65E+01,1530,5693,4.558,0.842
CANDIDATE,1.141148847,132.24561,0.062,1.629,7.31E+01,2248,5438,3.916,1.989
CANDIDATE,12.460565,139.2206,0.015,3.903,1.44E+02,726,5435,4.453,0.933
CANDIDATE,19.5945772,150.1394,0.389,6.77,1.29E+02,724,6118,4.416,1.023
FALSE POSITIVE,8.48032079,135.85214,0.004,5.791,1.71E+02,759,5415,4.556,0.728
CANDIDATE,409.87844,238.9944,0.177,10.58,6.47E+02,264,6167,4.444,1.064
FALSE POSITIVE,227.6258,143.8206,0.2351,9.47,1.31E+02,394,6240,4.103,1.549
CONFIRMED,18.1373788,136.8106,0.945,3.844,3.11E+02,433,4257,4.648,0.602
CONFIRMED,51.1104797,143.77855,0.029,7.712,3.30E+02,478,5968,4.534,0.881
CONFIRMED,47.9869119,160.65401,0.873,5.342,8.59E+02,493,5641,4.408,0.981
FALSE POSITIVE,359.047933,295.76934,0.002,16.637,5.62E+03,260,5609,4.346,1.048
FALSE POSITIVE,29.8042694,150.6786,1.237,3.107,1.05E+03,505,5223,4.488,0.827
CANDIDATE,7.08757462,138.27614,0.371,3.342,1.87E+02,955,6060,4.509,0.925
CANDIDATE,3.74318005,135.13816,0.952,1.111,2.38E+02,999,5207,4.516,0.851
CANDIDATE,5.4169303,133.7916,1.055,7.512,1.10E+02,1173,6355,4.41,1.108
FALSE POSITIVE,1.003049079,132.372429,0.568,7.9657,2.19E+05,1714,5775,4.518,0.844
FALSE POSITIVE,0.933157032,132.35981,1.046,2.614,8.78E+01,2202,6499,4.378,1.169
FALSE POSITIVE,37.1083458,166.2453,0.612,4.112,3.67E+02,492,5591,4.559,0.86
CANDIDATE,31.1920226,153.83296,0.11,2.849,4.48E+02,521,5675,4.554,0.777
FALSE POSITIVE,1.02104719,131.5654,1.0867,6.39,2.46E+02,2129,6444,4.376,1.2
CANDIDATE,7.630545,907.04471,0.021,3.63,3.65E+02,1087,6407,4.358,1.179
FALSE POSITIVE,12.083457,134.475,0.1069,3.536,3.13E+02,932,6422,4.364,1.175
FALSE POSITIVE,401.5907,172.2086,0.1752,14.77,1.15E+02,256,6170,4.482,0.939
CANDIDATE,6.6716723,131.92708,0.167,2.693,1.54E+02,1024,6086,4.435,1.021
FALSE POSITIVE,53.91278363,132.2733337,0.984,44.0504,2.17E+02,697,6085,3.917,2.02
FALSE POSITIVE,1.23142395,131.7651,0.187,2.186,1.96E+01,2317,6011,3.971,1.73
CANDIDATE,409.38645,340.621,0.0706,13.78,5.32E+02,197,4955,4.517,0.799
FALSE POSITIVE,386.828262,177.56829,0.953,5.045,1.02E+03,340,6384,4.107,1.615
FALSE POSITIVE,15.8733803,135.62779,0.919,7.4672,4.09E+03,830,6161,4.276,1.054
FALSE POSITIVE,42.3991752,151.96105,0.965,7.251,4.84E+02,580,6133,4.37,1.121
FALSE POSITIVE,25.95198823,154.88102,1.269,14.602,5.10E+03,680,6363,4.444,1.035
FALSE POSITIVE,25.9522401,148.91634,1.375,20.813,2.90E+03,572,5659,4.528,0.904
FALSE POSITIVE,14.12809896,137.11989,0.046,2.326,2.63E+02,781,6072,4.47,0.988
CANDIDATE,17.7662938,146.6886,0.909,3.079,1.81E+02,670,5724,4.495,0.946
FALSE POSITIVE,13.6917833,133.78898,0.142,4.198,1.45E+02,770,5906,4.433,0.931
FALSE POSITIVE,25.95633,154.7054,1.088,26.34,1.58E+02,618,6139,4.53,0.881
CANDIDATE,11.56722589,132.25385,0.242,2.507,3.74E+02,568,4597,4.59,0.691
FALSE POSITIVE,0.572937573,131.69432,0.7866,2.576,8.08E+01,3271,7338,4.225,1.593
CANDIDATE,631.56889,145.0148,0.636,14.37,7.89E+02,237,6382,4.432,1.059
FALSE POSITIVE,14.15849823,134.0065,1.204,46.356,3.47E+02,1910,8753,3.668,3.746
FALSE POSITIVE,207.471349,254.0825,0.3093,7.469,2.29E+02,316,5731,4.359,1.033
FALSE POSITIVE,12.3748247,138.0615,1.185,90.01,3.91E+02,1253,5165,3.491,3.598
CANDIDATE,4.31724247,133.4243,0.252,4.126,5.90E+01,1332,5992,4.195,1.31
CANDIDATE,3.74099144,132.2112,0.222,5.428,3.43E+01,1733,5110,3.611,3.231
CANDIDATE,302.779824,355.5989,0.001,16.847,2.71E+02,246,5734,4.572,0.797
FALSE POSITIVE,14.54178117,144.269401,22.28,9.1151,1.44E+05,834,5997,4.304,1.148
FALSE POSITIVE,12.4261177,141.51156,0.945,28.5357,1.23E+03,724,5713,4.554,0.851
CONFIRMED,21.1876185,148.8101,0.777,3.69,7.17E+01,676,6355,4.547,0.849
FALSE POSITIVE,12.42560404,141.5345371,0.96,23.9402,4.59E+02,733,5713,4.541,0.893
FALSE POSITIVE,30.9604688,156.1377,1.208,14.992,4.61E+02,1064,5367,3.216,3.558
FALSE POSITIVE,1.041619932,131.836717,1.237,8.1218,1.84E+03,1858,5838,4.374,0.991
FALSE POSITIVE,2.544594443,135.040236,0.558,3.21373,3.49E+05,1608,5503,4.033,1.616
FALSE POSITIVE,56.40651043,138.309825,0.625,18.4332,1.02E+05,358,5011,4.617,0.647
FALSE POSITIVE,7.964400574,131.563644,1.121,4.4761,1.91E+05,633,4478,4.578,0.715
FALSE POSITIVE,6.399101307,134.702264,1.039,4.7439,8.33E+04,1042,6233,4.472,0.988
CONFIRMED,34.9168399,157.6693,0.026,7.343,5.00E+02,602,6194,4.445,1.069
FALSE POSITIVE,0.56678228,131.8571,0.153,4.725,1.47E+02,1661,4796,4.56,0.749
FALSE POSITIVE,8.480303653,135.854594,0.195,7.48907,8.14E+04,762,5385,4.565,0.787
CANDIDATE,94.094392,196.7503,0.32,10.833,4.66E+01,486,6099,4.193,1.308
CONFIRMED,22.1270885,144.93039,0.956,4.472,4.18E+02,721,5312,4.103,1.445
FALSE POSITIVE,10.6784787,140.159,0.271,2.307,2.01E+02,712,5459,4.583,0.797
CANDIDATE,25.3736543,151.8667,0.265,2.619,3.73E+02,653,6195,4.47,0.966
CANDIDATE,10.08535311,140.97143,0.532,1.75,2.23E+02,843,5947,4.487,0.945
FALSE POSITIVE,42.55926555,161.57039,0.775,3.36626,2.08E+05,487,5764,4.548,0.863
CANDIDATE,10.2856373,141.20764,0.378,3.043,1.35E+02,864,5841,4.409,1.06
FALSE POSITIVE,24.2157996,133.4661,0.207,4.359,3.22E+02,596,5659,4.473,0.885
CONFIRMED,44.2018402,163.21471,0.348,4.949,2.36E+02,409,5002,4.543,0.753
CANDIDATE,393.95608,388.3294,0.614,13.89,4.82E+02,263,6217,4.472,0.989
CONFIRMED,15.0330623,131.89493,0.896,6.326,1.32E+02,928,5849,4.076,1.601
CANDIDATE,34.7496038,158.68412,0.984,4.548,2.27E+02,702,5849,4.076,1.601
FALSE POSITIVE,12.62530918,140.0602,1.151,3.163,3.94E+04,1214,6878,4.012,1.844
FALSE POSITIVE,124.9357674,177.686517,0.542,7.5608,2.41E+05,362,5887,4.477,0.941
FALSE POSITIVE,12.72029843,140.3669017,0.805,2.4599,2.84E+02,589,4914,4.61,0.724
CANDIDATE,227.83457,238.7643,0.56,21.59,1.55E+02,449,6004,3.814,2.193
FALSE POSITIVE,119.6798032,176.106325,0.527,32.1928,2.99E+05,847,8275,3.726,3.251
FALSE POSITIVE,6.399107136,134.7016363,0.245,5.21981,3.77E+05,1031,6133,4.435,0.935
FALSE POSITIVE,8.480304281,135.854534,0.235,7.46159,8.31E+04,1504,7059,3.946,2.21
FALSE POSITIVE,117.6813778,147.206961,0.433,12.7591,4.54E+04,575,6429,3.899,2.079
FALSE POSITIVE,17.72722648,144.070402,0.381,4.1376,1.47E+05,692,6021,4.52,0.895
FALSE POSITIVE,1.71024931,131.6423,0.508,2.833,9.86E+01,1766,6418,4.395,1.171
FALSE POSITIVE,100.4013273,216.083194,0.436,9.7436,5.38E+04,420,5903,4.353,1.1
FALSE POSITIVE,11.32028788,131.803042,0.526,4.82219,2.43E+05,928,6153,4.302,1.127
FALSE POSITIVE,1.219034103,132.100694,0.455,2.4494,9.57E+04,1977,5914,4.217,1.271
CANDIDATE,24.352541,147.1949,0.505,2.782,3.49E+02,498,4891,4.516,0.805
CONFIRMED,5.94228603,133.804,0.097,2.169,2.50E+02,797,4891,4.516,0.805
CANDIDATE,382.30306,356.7308,0.597,8.83,2.26E+02,400,5993,3.733,2.59
CANDIDATE,58.1263775,163.11687,0.016,4.018,2.72E+02,404,5413,4.579,0.82
CONFIRMED,26.7575866,137.28717,0.407,5.858,4.55E+02,660,6215,4.44,1.052
FALSE POSITIVE,57.0599992,164.25706,0.194,7.463,6.62E+04,455,5931,4.545,0.863
CONFIRMED,14.5565618,141.03671,0.031,4.554,1.04E+02,787,6065,4.452,1.061
FALSE POSITIVE,0.837898153,131.98187,0.071,2.104,2.69E+02,1478,4748,4.526,0.797
FALSE POSITIVE,0.603086711,131.664075,1.251,1.0869,1.24E+03,2459,6353,4.397,1.134
CONFIRMED,41.7084063,153.53793,0.671,8.567,3.30E+02,608,6434,4.394,1.138
CONFIRMED,33.0257179,161.01,0.044,6.032,5.07E+02,564,5819,4.468,0.99
FALSE POSITIVE,25.36699067,138.8144224,0.86,5.9556,1.51E+05,665,6208,4.454,1.024
FALSE POSITIVE,428.3217393,276.530352,0.531,40.5992,3.17E+05,220,5662,4.532,0.806
FALSE POSITIVE,82.13761,196.1225133,1.221,6.11904,2.11E+05,640,6395,3.904,2.012
FALSE POSITIVE,3.06026014,132.762,0.675,2.545,5.99E+01,1284,5878,4.426,1.01
FALSE POSITIVE,24.0612744,138.38747,0.461,19.9438,4.40E+05,749,6461,4.338,1.138
FALSE POSITIVE,66.36099916,168.379642,0.486,20.0614,4.17E+05,420,5583,4.463,0.857
FALSE POSITIVE,8.939461148,133.013944,0.558,6.19136,3.58E+05,1407,6461,3.846,2.225
FALSE POSITIVE,135.5860768,177.9285627,0.549,5.54241,3.63E+05,429,6401,4.324,1.301
FALSE POSITIVE,18.79862195,138.028268,0.524,7.4782,3.80E+05,575,5334,4.585,0.796
FALSE POSITIVE,6.30828538,134.379945,0.69,2.48633,1.14E+05,803,5069,4.524,0.78
FALSE POSITIVE,4.80912667,134.07939,0.471,7.9331,1.34E+05,1270,6462,4.371,1.166
FALSE POSITIVE,2.33211505,132.19683,1.747,2.96723,1.06E+05,1594,6384,4.348,1.094
CONFIRMED,0.53835407,131.64999,0.334,1.5045,1.90E+02,2386,5539,4.244,1.207
FALSE POSITIVE,249.3621183,279.658296,1.17,8.3559,3.58E+04,308,5940,4.352,1.02
CANDIDATE,3.80675878,133.7492,0.26,2.092,2.32E+02,1574,6068,4.04,1.797
FALSE POSITIVE,0.664727127,131.63516,0.382,1.561,1.62E+01,2343,6143,4.344,1.116
CONFIRMED,9.5084871,140.5602,0.143,4.372,9.79E+01,1131,6144,4.106,1.668
CANDIDATE,34.1086562,158.431,0.318,6.405,1.34E+02,739,6144,4.106,1.668
CONFIRMED,47.0563327,173.9653,0.361,4.807,7.62E+02,497,5889,4.492,0.924
FALSE POSITIVE,179.8502233,225.3762426,,2.95,,,,,
CANDIDATE,10.0100312,131.61434,0.07,1.35,3.76E+02,506,4338,4.731,0.508
CONFIRMED,96.169569,170.2581,0.049,7.496,8.95E+02,321,5340,4.633,0.702
FALSE POSITIVE,1.55090374,131.61966,0.817,3.028,1.13E+01,3190,7612,3.787,2.968
CANDIDATE,12.67143692,137.50707,0.047,2.498,2.16E+02,404,3705,4.721,0.529
CANDIDATE,60.32668824,145.057472,0.974,1.6864,3.15E+03,240,3705,4.721,0.529
CANDIDATE,2.63595435,132.31984,0.005,1.309,9.37E+01,682,3705,4.721,0.529
CONFIRMED,82.303914,159.0461,0.859,15.404,7.37E+02,485,5602,4.13,1.425
FALSE POSITIVE,131.9782774,179.588119,0.58,7.14981,3.46E+05,457,4916,3.717,2.182
FALSE POSITIVE,0.789171236,132.12333,0.417,1.734,7.34E+01,1527,4776,4.516,0.811
CONFIRMED,17.9346606,138.21679,0.976,6.25,1.43E+02,1002,6426,4.013,1.775
FALSE POSITIVE,241.0707458,223.9933126,0.418,9.88863,7.03E+04,699,9414,3.883,2.777
FALSE POSITIVE,106.1759381,234.6409876,0.718,10.4168,1.65E+05,441,6038,4.254,1.141
FALSE POSITIVE,184.6467208,151.98458,0.492,18.9869,4.10E+05,320,5713,4.414,1.023
FALSE POSITIVE,6.282033445,131.590793,1.777,8.3777,1.82E+05,1029,6074,4.45,0.976
FALSE POSITIVE,5.519188936,134.470023,0.459,7.1351,2.17E+05,932,5324,4.439,0.897
CANDIDATE,5.3360574,132.605,0.006,3.877,5.47E+01,1667,6742,3.925,2.032
FALSE POSITIVE,4.818863794,131.677655,0.486,6.2625,6.59E+04,1595,6313,3.936,1.935
FALSE POSITIVE,178.2680204,255.351351,1.135,5.86461,4.58E+04,256,5126,4.578,0.696
FALSE POSITIVE,2.181555909,133.48675,1.261,4.41739,8.54E+04,1730,6584,4.331,1.246
FALSE POSITIVE,0.895276162,131.6225645,0.618,3.0518,3.19E+05,2731,5242,3.631,2.55
FALSE POSITIVE,244.8327497,285.7025679,1.047,4.37001,4.02E+04,307,6105,4.443,0.993
CONFIRMED,30.4544418,140.76863,0.929,6.896,4.72E+02,624,6283,4.472,0.984
FALSE POSITIVE,10.26558924,136.49645,0.663,3.879,2.55E+02,828,5774,4.458,0.98
FALSE POSITIVE,18.9257333,145.5267,1.155,6.149,1.89E+02,639,5455,4.421,0.909
CONFIRMED,37.8862977,133.03141,0.026,5.218,6.72E+02,479,5513,4.551,0.818
CANDIDATE,10.54841329,139.06402,1.017,1.872,1.03E+02,899,6047,4.387,1.092
CANDIDATE,133.6348207,236.35163,0.438,1.584,4.21E+02,317,5202,4.434,0.918
FALSE POSITIVE,11.9615433,131.895,0.576,3.129,4.25E+02,847,6142,4.456,1.046
CANDIDATE,32.510844,136.62491,0.421,3.254,3.62E+02,680,6074,4.244,1.358
FALSE POSITIVE,0.56683399,131.7800607,,0.75,,,,,
FALSE POSITIVE,62.12767713,172.0663,1.158,5.25005,3.74E+04,402,5344,4.494,0.807
FALSE POSITIVE,31.9730649,133.8409,0.716,8.872,1.59E+02,530,5811,4.571,0.811
CANDIDATE,10.90752977,136.60797,0.147,2.764,1.86E+02,955,6414,4.377,1.147
FALSE POSITIVE,143.1188694,266.359224,0.703,16.8109,2.56E+05,321,5713,4.554,0.851
FALSE POSITIVE,76.81985465,188.1256603,0.728,5.16249,2.29E+05,379,5654,4.59,0.774
FALSE POSITIVE,165.40575,141.5762383,1.091,13.6363,6.64E+04,514,6061,3.759,2.185
FALSE POSITIVE,71.66191516,172.9074598,0.612,6.33708,3.24E+05,365,5075,4.497,0.824
FALSE POSITIVE,9.44942685,136.026498,0.395,6.40303,4.89E+05,813,5754,4.534,0.905
FALSE POSITIVE,0.715802309,131.690348,1.251,1.5586,2.21E+03,1656,5239,4.6,0.757
FALSE POSITIVE,70.58284717,190.4997847,0.882,8.81169,1.51E+05,435,5973,4.516,0.904
FALSE POSITIVE,2.995357359,132.796981,0.843,6.57901,1.72E+05,1791,5949,3.892,1.94
FALSE POSITIVE,3.840485025,134.446386,1.189,2.8592,3.14E+04,1077,5731,4.532,0.823
FALSE POSITIVE,1.92027188,132.5246606,,2.65,,,,,
CANDIDATE,10.5226374,140.0656,0.806,3.864,6.89E+01,976,6327,4.327,1.175
FALSE POSITIVE,10.4433418,133.62903,0.707,3.94077,1.45E+05,892,6137,4.421,1.005
FALSE POSITIVE,4.75307877,134.5462132,0.019,2.35,9.33E+02,7040,3486,0.5,180.013
FALSE POSITIVE,19.51501329,136.215942,0.692,4.59379,2.56E+05,588,5349,4.531,0.851
CONFIRMED,1.772451066,132.08668,0.006,2.4592,7.92E+01,1685,6243,4.406,1.149
CONFIRMED,19.9158863,139.36828,0.748,6.191,1.43E+02,728,6047,4.387,1.092
FALSE POSITIVE,54.06132811,181.788127,1.336,4.48223,7.97E+04,514,5786,4.318,1.112
FALSE POSITIVE,34.52599018,150.102207,1.087,4.47294,6.72E+04,607,6123,4.396,1.049
CANDIDATE,494.485085,527.70941,0.017,3.905,3.85E+02,379,6303,3.774,2.553
FALSE POSITIVE,14.2821417,136.32946,0.012,2.068,2.25E+02,625,5374,4.588,0.726
FALSE POSITIVE,18.64532882,147.207512,0.454,3.63893,4.34E+05,656,5931,4.554,0.845
FALSE POSITIVE,20.88212542,146.5689626,0.743,8.03365,2.33E+05,737,6335,4.427,1.072
CANDIDATE,14.0545718,133.0972,0.121,4.066,2.74E+02,711,5783,4.539,0.88
CONFIRMED,30.8609783,138.31416,0.852,4.216,1.29E+02,525,5627,4.552,0.833
FALSE POSITIVE,3.652810043,134.7903032,0.086,1.5132,1.19E+02,1015,5213,4.489,0.831
FALSE POSITIVE,15.65134872,132.81191,1.267,4.1553,3.10E+03,1396,6552,3.586,3.289
CANDIDATE,6.86674226,135.3543,0.405,4.216,4.72E+01,1018,5914,4.396,1.135
CONFIRMED,8.37159554,137.68075,0.983,5.252,9.80E+01,1292,6426,4.013,1.775
FALSE POSITIVE,286.1755875,314.101583,0.598,16.1025,3.29E+05,276,5904,4.471,0.946
FALSE POSITIVE,152.151448,215.015903,0.857,26.8612,1.52E+05,362,6217,4.472,0.989
FALSE POSITIVE,0.542636318,131.95581,0.056,1.2536,7.46E+01,2659,5277,3.96,1.633
FALSE POSITIVE,29.91133406,153.595491,0.559,7.26916,3.54E+05,471,5303,4.632,0.704
FALSE POSITIVE,5.877122485,136.42083,0.547,4.71655,3.63E+05,1402,5702,3.807,1.821
FALSE POSITIVE,10.63630585,139.783159,0.398,5.17212,2.16E+05,1110,6781,4.221,1.345
FALSE POSITIVE,2.1032389,132.868177,1.209,6.4774,2.49E+04,1238,5546,4.587,0.786
FALSE POSITIVE,46.69820093,167.6984656,1.131,3.57049,5.46E+04,468,5772,4.518,0.756
CONFIRMED,15.99560373,144.2399,0.088,3.471,2.22E+02,550,4955,4.61,0.721
FALSE POSITIVE,4.39451798,133.62094,1.566,2.9527,2.24E+05,554,3695,4.773,0.483
FALSE POSITIVE,25.9518795,148.92549,1.259,21.569,1.31E+03,645,5753,4.335,1.078
CANDIDATE,29.7681831,155.5003,0.739,9.425,1.60E+02,917,5640,3.679,2.916
FALSE POSITIVE,56.04809669,159.1678042,1.161,4.04427,5.37E+04,400,5222,4.518,0.78
FALSE POSITIVE,2.25161215,131.54653,0.647,2.1,2.39E+01,2934,9464,4.116,2.184
CANDIDATE,36.7662364,157.14332,0.164,3.305,5.80E+02,336,4342,4.699,0.54
FALSE POSITIVE,50.35545898,136.9113798,0.159,5.51863,1.07E+05,492,5936,4.501,0.965
CONFIRMED,14.0328775,138.0603,0.044,6.684,2.11E+02,783,6063,4.47,1.001
CONFIRMED,13.2226149,144.295,0.943,4.337,2.62E+02,740,5931,4.545,0.863
CANDIDATE,2.53742164,132.34623,0.285,1.563,1.05E+02,1220,5447,4.481,0.917
FALSE POSITIVE,3.54828691,131.83563,0.036,3.281,7.09E+01,1795,6573,4.01,1.987
CANDIDATE,62.596544,185.9931,0.246,11.477,2.23E+02,559,5934,4.173,1.509
FALSE POSITIVE,18.79852,138.02082,0.936,4.795,4.87E+02,509,4808,4.589,0.715
FALSE POSITIVE,156.516574,278.137378,0.995,12.2259,1.13E+05,367,6002,4.354,1.084
FALSE POSITIVE,1.366946478,132.204582,0.869,3.37701,1.59E+05,1403,5353,4.527,0.757
FALSE POSITIVE,313.0927507,424.715381,0.395,14.3447,4.46E+05,207,5067,4.596,0.673
FALSE POSITIVE,0.566813677,131.78895,0.449,2.458,6.12E+01,2269,6106,4.487,0.966
FALSE POSITIVE,157.3226394,222.900363,0.888,21.9232,1.54E+05,351,6109,4.472,0.989
FALSE POSITIVE,9.53040216,138.232917,0.6046,5.95809,3.22E+05,805,5501,4.438,0.912
FALSE POSITIVE,4.218512654,133.506768,0.767,3.62939,2.34E+04,1189,6185,4.472,0.991
FALSE POSITIVE,8.529991199,137.654769,1.225,3.9954,2.01E+04,940,6185,4.472,0.991
FALSE POSITIVE,3.47140045,133.750744,,1.55,,,,,
FALSE POSITIVE,1.922862476,132.735702,1.001,3.4594,1.01E+05,1827,6408,4.246,1.303
CONFIRMED,16.00747237,142.63787,0.975,1.267,2.78E+02,838,5857,4.204,1.305
CONFIRMED,54.6493679,176.0447,0.018,7.962,4.33E+02,538,5751,4.234,1.282
CONFIRMED,100.8276725,216.38757,0.676,8.39,1.78E+03,364,5301,4.391,0.977
CANDIDATE,15.5764061,135.9482,0.565,5.382,2.57E+02,793,6214,4.442,1.076
CANDIDATE,10.00506974,136.83029,0.148,3.481,1.43E+02,849,5912,4.453,0.924
FALSE POSITIVE,0.905675699,132.20066,0.008,1.701,7.32E+01,1780,5730,4.518,0.903
CANDIDATE,36.2580749,146.8338,0.786,5.917,3.80E+02,516,5818,4.554,0.848
CANDIDATE,12.4326997,142.1049,0.212,7.81,2.40E+02,839,5480,4.22,1.229
CANDIDATE,30.9902997,141.441,0.397,9.454,3.22E+02,619,5480,4.22,1.229
FALSE POSITIVE,15.9750417,135.71533,1.211,3.549,6.44E+02,1143,5220,3.52,3.456
CONFIRMED,16.0505464,141.73408,0.135,3.171,9.44E+01,630,5428,4.563,0.853
FALSE POSITIVE,0.805267592,132.09128,0.082,0.887,1.47E+02,2165,6268,4.429,1.1
FALSE POSITIVE,11.08262263,746.1967676,0.207,6.62584,2.69E+05,793,5831,4.503,0.922
FALSE POSITIVE,421.4284819,262.2889053,0.356,8.60447,9.67E+04,335,6235,4.034,1.708
FALSE POSITIVE,1.096587245,132.51421,2.623,3.0287,5.41E+02,1726,5869,4.513,0.942
FALSE POSITIVE,3.012476415,132.2466206,0.708,3.31903,1.98E+05,1388,6015,4.329,1.088
FALSE POSITIVE,204.7410476,202.871314,0.596,20.5357,3.34E+05,404,6517,4.211,1.44
FALSE POSITIVE,0.759740194,131.82001,0.497,3.252,4.25E+01,2059,6046,4.478,1.007
FALSE POSITIVE,4.664186517,133.670668,0.29,4.0639,5.55E+05,1683,5062,3.515,3.579
FALSE POSITIVE,1.092066399,132.1028432,0.488,2.97608,4.02E+05,1164,4556,4.67,0.576
FALSE POSITIVE,3.053578643,133.878843,1.11,3.22884,5.29E+04,1035,5414,4.625,0.714
FALSE POSITIVE,2.992662857,131.893219,0.001,2.5258,1.14E+05,1476,4927,3.883,1.837
FALSE POSITIVE,4.664188563,133.670244,1.254,3.773,1.14E+04,1221,5699,4.192,1.215
FALSE POSITIVE,0.954873008,131.851983,0.578,1.0613,3.30E+01,2325,6092,4.114,1.363
FALSE POSITIVE,0.56493412,131.7871403,0.691,2.57621,2.53E+05,1458,4748,4.729,0.534
FALSE POSITIVE,1.674984844,131.793034,0.731,4.92134,2.35E+05,3055,8285,3.971,2.451
CANDIDATE,35.8754482,147.5086,0.026,3.972,3.67E+02,668,6559,4.357,1.218
CONFIRMED,7.31945294,137.22065,0.112,4.881,1.67E+02,1682,5745,3.499,3.955
CONFIRMED,35.8007112,144.92169,0.043,8.219,4.17E+02,991,5745,3.499,3.955
FALSE POSITIVE,0.790049989,132.11148,0.185,2.794,7.08E+01,1724,5427,4.53,0.808
CANDIDATE,4.32710579,131.5891,0.025,3.872,8.41E+01,2004,5745,3.499,3.955
FALSE POSITIVE,14.15402615,144.17685,1.199,4.115,2.17E+04,495,4352,4.61,0.661
FALSE POSITIVE,33.93754213,147.182401,1.979,11.1677,3.30E+04,618,6220,4.414,1.066
CONFIRMED,20.7057153,139.9803,0.922,9.678,1.16E+02,967,5668,3.792,2.437
CANDIDATE,60.532988,134.57461,0.618,7.086,4.68E+02,420,5631,4.557,0.847
FALSE POSITIVE,3.7228679,134.635,0.8,9.557,5.21E+01,1182,6046,4.509,0.927
CONFIRMED,58.0198583,151.85007,0.951,5.348,1.29E+03,354,4920,4.62,0.72
CANDIDATE,15.0617835,140.1111,0.114,6.31,1.97E+02,794,5806,4.321,1.158
FALSE POSITIVE,4.286103033,134.590777,0.544,2.6422,1.73E+05,686,4206,4.663,0.591
FALSE POSITIVE,290.7778719,393.511387,0.761,12.0525,2.26E+05,222,5207,4.585,0.734
FALSE POSITIVE,5.017239915,134.490136,0.191,4.36126,1.45E+05,1229,6519,4.41,1.079
FALSE POSITIVE,0.937923475,132.34501,0.515,3.164,4.04E+01,1588,5398,4.58,0.805
FALSE POSITIVE,204.0329342,253.536626,0.49,17.5623,4.11E+05,272,5553,4.577,0.806
FALSE POSITIVE,2.148219541,132.76673,0.424,2.94091,4.58E+05,1009,4694,4.6,0.672
FALSE POSITIVE,58.62157882,178.5674958,0.896,8.52961,1.43E+05,385,5232,4.554,0.725
FALSE POSITIVE,3.125821128,134.479684,1.269,2.2163,5.03E+03,2087,6137,3.705,2.852
FALSE POSITIVE,1.032068851,131.8383,1.014,2.1344,1.22E+05,1221,4387,4.587,0.711
FALSE POSITIVE,6.6751871,137.4528,0.251,2.372,1.78E+02,890,5774,4.567,0.818
FALSE POSITIVE,1.450205839,131.985523,1.236,3.6373,2.59E+04,2675,7564,4.093,1.893
FALSE POSITIVE,3.224486463,131.855925,0.421,4.61686,4.04E+05,1456,6389,4.331,1.16
FALSE POSITIVE,44.14579777,167.392037,0.864,4.088,2.24E+05,504,5876,4.492,0.896
FALSE POSITIVE,33.3239576,132.58989,0.47,37.217,2.01E+03,416,5192,4.707,0.555
CANDIDATE,17.9559673,139.0347,0.979,6.237,1.37E+02,750,5641,4.258,1.195
FALSE POSITIVE,0.94102954,131.9021,0.119,4.415,3.45E+01,2761,5766,3.783,2.409
CONFIRMED,1.992812339,131.70565,1.127,2.066,3.15E+02,675,3638,4.844,0.42
FALSE POSITIVE,36.51437404,163.794463,0.133,6.48255,1.12E+05,546,5811,4.465,1
CONFIRMED,39.818832,166.65072,0.6,10.757,1.99E+02,650,5710,4.073,1.524
CONFIRMED,25.4337864,143.1302,0.232,6.514,3.02E+02,667,5806,4.321,1.158
FALSE POSITIVE,67.451045,151.96756,1.01,8.9387,7.06E+03,562,4847,3.726,2.191
CANDIDATE,2.69339974,131.9006,0.279,1.936,1.48E+02,1151,5355,4.511,0.863
CANDIDATE,10.43003118,133.2962,0.283,2.029,1.20E+02,906,6277,4.449,1.031
CANDIDATE,27.63714708,143.93342,0.669,1.7277,7.36E+02,816,5214,3.766,2.427
CONFIRMED,52.6095103,158.6253,0.102,8.202,2.04E+02,553,5881,4.259,1.294
CONFIRMED,198.7106251,156.51819,0.026,8.638,2.09E+03,258,5180,4.548,0.8
FALSE POSITIVE,15.8733806,143.859941,3.454,8.0429,2.08E+05,962,5622,3.907,1.895
CANDIDATE,50.563697,145.8658,0.779,5.381,5.05E+01,761,6759,4.018,2.022
FALSE POSITIVE,65.58366557,182.6493381,0.72,5.01216,2.42E+05,371,5516,4.65,0.666
FALSE POSITIVE,394.6781627,346.1399939,0.708,6.05443,2.53E+05,235,5780,4.505,0.83
FALSE POSITIVE,111.3198052,226.648705,0.234,23.0078,6.27E+04,539,5022,3.562,2.58
